,O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology
6708,15-1231.00,Computer Network Support Specialists,LAMP Stack,43232408,Web platform development software,N
6709,15-1231.00,Computer Network Support Specialists,Linux,43233004,Operating system software,Y
6710,15-1231.00,Computer Network Support Specialists,Load testing software,43232406,Program testing software,N
6711,15-1231.00,Computer Network Support Specialists,LogMatrix NerveCenter,43232801,Network monitoring software,N
6712,15-1231.00,Computer Network Support Specialists,McAfee,43233205,Transaction security and virus protection software,N
6713,15-1231.00,Computer Network Support Specialists,Microsoft Access,43232306,Data base user interface and query software,Y
6714,15-1231.00,Computer Network Support Specialists,Microsoft Active Directory,43232704,Internet directory services software,N
6715,15-1231.00,Computer Network Support Specialists,Microsoft Azure,43232402,Development environment software,Y
6716,15-1231.00,Computer Network Support Specialists,Microsoft Dynamics,43231602,Enterprise resource planning ERP software,Y
6717,15-1231.00,Computer Network Support Specialists,Microsoft Excel,43232110,Spreadsheet software,Y
6718,15-1231.00,Computer Network Support Specialists,Microsoft Exchange,43233501,Electronic mail software,Y
6719,15-1231.00,Computer Network Support Specialists,Microsoft Hyper-V Server,43233004,Operating system software,N
6720,15-1231.00,Computer Network Support Specialists,Microsoft Internet Information Services IIS,43232313,Transaction server software,N
6721,15-1231.00,Computer Network Support Specialists,Microsoft Network Monitor,43232801,Network monitoring software,N
6722,15-1231.00,Computer Network Support Specialists,Microsoft Office,43231513,Office suite software,Y
6723,15-1231.00,Computer Network Support Specialists,Microsoft PowerPoint,43232106,Presentation software,Y
6724,15-1231.00,Computer Network Support Specialists,Microsoft PowerShell,43232402,Development environment software,Y
6725,15-1231.00,Computer Network Support Specialists,Microsoft Project,43231507,Project management software,Y
6726,15-1231.00,Computer Network Support Specialists,Microsoft SharePoint,43231507,Project management software,Y
6727,15-1231.00,Computer Network Support Specialists,Microsoft SQL Server,43232306,Data base user interface and query software,Y
6728,15-1231.00,Computer Network Support Specialists,Microsoft Visual Basic,43232402,Development environment software,Y
6729,15-1231.00,Computer Network Support Specialists,Microsoft Visual Basic Scripting Edition VBScript,43232402,Development environment software,Y
6730,15-1231.00,Computer Network Support Specialists,Microsoft Windows,43233004,Operating system software,Y
6731,15-1231.00,Computer Network Support Specialists,Microsoft Windows PowerShell,43233004,Operating system software,N
6732,15-1231.00,Computer Network Support Specialists,Microsoft Windows Server,43233004,Operating system software,Y
6733,15-1231.00,Computer Network Support Specialists,Microsoft Windows Sysprep,43232401,Configuration management software,N
6734,15-1231.00,Computer Network Support Specialists,Microsoft Word,43232104,Word processing software,Y
6735,15-1231.00,Computer Network Support Specialists,MySQL,43232304,Data base management system software,Y
6736,15-1231.00,Computer Network Support Specialists,Nagios,43232801,Network monitoring software,Y
6737,15-1231.00,Computer Network Support Specialists,nbtstat,43232801,Network monitoring software,N
6738,15-1231.00,Computer Network Support Specialists,NetScout Sniffer Global Analyzer,43232801,Network monitoring software,N
6739,15-1231.00,Computer Network Support Specialists,NetScout Sniffer Portable Professional Analyzer,43232801,Network monitoring software,N
6740,15-1231.00,Computer Network Support Specialists,netstat,43232801,Network monitoring software,N
6741,15-1231.00,Computer Network Support Specialists,Network and system vulnerability assessment software,43233203,Network security or virtual private network VPN management software,N
6742,15-1231.00,Computer Network Support Specialists,Network design software,43232604,Computer aided design CAD software,Y
6743,15-1231.00,Computer Network Support Specialists,Network Instruments Observer Standard,43232801,Network monitoring software,N
6744,15-1231.00,Computer Network Support Specialists,Network intrusion detection software,43233204,Network security and virtual private network VPN equipment software,N
6745,15-1231.00,Computer Network Support Specialists,Network monitoring software,43232801,Network monitoring software,N
6746,15-1231.00,Computer Network Support Specialists,ngrep,43232801,Network monitoring software,N
6747,15-1231.00,Computer Network Support Specialists,NIKSUN NetDetector,43233203,Network security or virtual private network VPN management software,N
6748,15-1231.00,Computer Network Support Specialists,NovaStor NovaBACKUP,43233415,Backup or archival software,N
6749,15-1231.00,Computer Network Support Specialists,Novell eDirectory,43232704,Internet directory services software,N
6750,15-1231.00,Computer Network Support Specialists,Nslookup,43232801,Network monitoring software,N
6751,15-1231.00,Computer Network Support Specialists,OPNET SP Sentinel,43232801,Network monitoring software,N
6752,15-1231.00,Computer Network Support Specialists,Oracle Java,43232405,Object or component oriented development software,Y
6753,15-1231.00,Computer Network Support Specialists,Oracle Solaris,43233004,Operating system software,Y
6754,15-1231.00,Computer Network Support Specialists,Oracle Solaris Snoop,43232801,Network monitoring software,N
6755,15-1231.00,Computer Network Support Specialists,Packet analyzers,43232801,Network monitoring software,N
6756,15-1231.00,Computer Network Support Specialists,Packet filter software,43233205,Transaction security and virus protection software,N
6757,15-1231.00,Computer Network Support Specialists,Patch and update management software,43232401,Configuration management software,N
6758,15-1231.00,Computer Network Support Specialists,Ping Identity,43233205,Transaction security and virus protection software,N
6759,15-1231.00,Computer Network Support Specialists,Port scanners,43232801,Network monitoring software,N
6760,15-1231.00,Computer Network Support Specialists,Practical extraction and reporting language Perl,43232405,Object or component oriented development software,Y
6761,15-1231.00,Computer Network Support Specialists,Project planning software,43231507,Project management software,N
6762,15-1231.00,Computer Network Support Specialists,Python,43232405,Object or component oriented development software,Y
6763,15-1231.00,Computer Network Support Specialists,Red Hat Enterprise Linux,43233004,Operating system software,Y
6764,15-1231.00,Computer Network Support Specialists,Remote control software,43232702,Desktop communications software,N
6765,15-1231.00,Computer Network Support Specialists,Root kit detection software,43233205,Transaction security and virus protection software,N
6766,15-1231.00,Computer Network Support Specialists,Route,43232801,Network monitoring software,N
6767,15-1231.00,Computer Network Support Specialists,Roxio Retrospect,43233415,Backup or archival software,N
6768,15-1231.00,Computer Network Support Specialists,Ruby,43232402,Development environment software,Y
6769,15-1231.00,Computer Network Support Specialists,Security incident management software,43233203,Network security or virtual private network VPN management software,N
6770,15-1231.00,Computer Network Support Specialists,Shell script,43233004,Operating system software,Y
6771,15-1231.00,Computer Network Support Specialists,SolarWinds,43232804,Administration software,N
6772,15-1231.00,Computer Network Support Specialists,Sonicwall SonicOS Enhanced,43233203,Network security or virtual private network VPN management software,N
